Type                                  Module                      Label             Process   
edm::ValueMap<float>                  "hltIter2HighPtTkMuMerged"   "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIter2HighPtTkMuTrackSelectionHighPurity"   "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIter2IterL3FromL1MuonMerged"   "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIter2IterL3MuonMerged"   "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIter2Merged"            "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIter2MergedForBTag"     "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIterL3MuonAndMuonFromL1Merged"   "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltIterL3MuonMerged"       "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltL3TkTracksFromL2"       "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltMergedTracks"           "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltMergedTracksForBTag"    "MVAVals"         "HLT"     
edm::ValueMap<float>                  "hltPFMuonMerging"          "MVAVals"         "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "hltIterL3MuonsNoID"        "combined"        "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "hltIterL3MuonsNoID"        "csc"             "HLT"     
edm::ValueMap<reco::MuonTimeExtra>    "hltIterL3MuonsNoID"        "dt"              "HLT"     
edmNew::DetSetVector<PixelFEDChannel>    "simSiPixelDigis"           ""                "HLT"     
edmNew::DetSetVector<SiPixelCluster>    "hltSiPixelClusters"        ""                "HLT"     
edmNew::DetSetVector<SiStripCluster>    "hltSiStripRawToClustersFacility"   ""                "HLT"     
float                                 "hltFastPrimaryVertex"      ""                "HLT"     
float                                 "genParticles"              "t0"              "HLT"     
int                                   "addPileupInfo"             "bunchSpacing"    "HLT"     
int                                   "mixData"                   "bunchSpacing"    "HLT"     
reco::BeamSpot                        "hltOnlineBeamSpot"         ""                "HLT"     
vector<DTuROSFEDData>                 "hltMuonDTDigis"            ""                "HLT"     
vector<DcsStatus>                     "hltScalersRawToDigi"       ""                "HLT"     
vector<L1CaloRegion>                  "simCaloStage2Layer1Digis"   ""                "HLT"     
vector<L1MuBMTrack>                   "simBmtfDigis"              "BMTF"            "HLT"     
vector<L1MuBMTrackSegEta>             "simBmtfDigis"              "BMTF"            "HLT"     
vector<L1MuBMTrackSegPhi>             "simBmtfDigis"              "BMTF"            "HLT"     
vector<L2MuonTrajectorySeed>          "hltL2MuonSeeds"            ""                "HLT"     
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedIOHit"        ""                "HLT"     
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedOIHit"        ""                "HLT"     
vector<L3MuonTrajectorySeed>          "hltL3TrajSeedOIState"      ""                "HLT"     
vector<L3MuonTrajectorySeed>          "hltL3TrajectorySeed"       ""                "HLT"     
vector<LumiScalers>                   "hltScalersRawToDigi"       ""                "HLT"     
vector<PileupSummaryInfo>             "addPileupInfo"             ""                "HLT"     
vector<PileupSummaryInfo>             "mixData"                   ""                "HLT"     
vector<Run3ScoutingElectron>          "hltScoutingEgammaPacker"   ""                "HLT"     
vector<Run3ScoutingMuon>              "hltScoutingMuonPacker"     ""                "HLT"     
vector<Run3ScoutingPFJet>             "hltScoutingPFPacker"       ""                "HLT"     
vector<Run3ScoutingParticle>          "hltScoutingPFPacker"       ""                "HLT"     
vector<Run3ScoutingPhoton>            "hltScoutingEgammaPacker"   ""                "HLT"     
vector<Run3ScoutingTrack>             "hltScoutingTrackPacker"    ""                "HLT"     
vector<Run3ScoutingVertex>            "hltScoutingMuonPacker"     "displacedVtx"    "HLT"     
vector<Run3ScoutingVertex>            "hltScoutingPrimaryVertexPacker"   "primaryVtx"      "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2IOHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIHit"   ""                "HLT"     
vector<TrackCandidate>                "hltL3TrackCandidateFromL2OIState"   ""                "HLT"     
vector<TrackingParticle>              "prunedTrackingParticles"   ""                "HLT"     
vector<TrackingParticle>              "mix"                       "MergedTrackTruth"   "HLT"     
vector<TrackingParticle>              "mixData"                   "MergedTrackTruth"   "HLT"     
vector<TrackingVertex>                "mix"                       "MergedTrackTruth"   "HLT"     
vector<TrackingVertex>                "mixData"                   "MergedTrackTruth"   "HLT"     
vector<double>                        "ak4GenJets"                "rhos"            "HLT"     
vector<double>                        "ak4GenJetsNoNu"            "rhos"            "HLT"     
vector<double>                        "ak8GenJets"                "rhos"            "HLT"     
vector<double>                        "ak8GenJetsNoNu"            "rhos"            "HLT"     
vector<double>                        "hltAK4CaloJets"            "rhos"            "HLT"     
vector<double>                        "hltAK4PFJets"              "rhos"            "HLT"     
vector<double>                        "hltAK4PFJetsForTaus"       "rhos"            "HLT"     
vector<double>                        "ak4GenJets"                "sigmas"          "HLT"     
vector<double>                        "ak4GenJetsNoNu"            "sigmas"          "HLT"     
vector<double>                        "ak8GenJets"                "sigmas"          "HLT"     
vector<double>                        "ak8GenJetsNoNu"            "sigmas"          "HLT"     
vector<double>                        "hltAK4CaloJets"            "sigmas"          "HLT"     
vector<double>                        "hltAK4PFJets"              "sigmas"          "HLT"     
vector<double>                        "hltAK4PFJetsForTaus"       "sigmas"          "HLT"     
vector<float>                         "hltDisplacedhltIter4PFlowTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltFastPVPixelTracksMerger"   "MVAValues"       "HLT"     
vector<float>                         "hltIter0HighPtTkMuTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltIter0PFlowTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltIter1Merged"            "MVAValues"       "HLT"     
vector<float>                         "hltIter1PFlowTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltIter2HighPtTkMuMerged"   "MVAValues"       "HLT"     
vector<float>                         "hltIter2HighPtTkMuTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltIter2IterL3FromL1MuonMerged"   "MVAValues"       "HLT"     
vector<float>                         "hltIter2IterL3MuonMerged"   "MVAValues"       "HLT"     
vector<float>                         "hltIter2Merged"            "MVAValues"       "HLT"     
vector<float>                         "hltIter2MergedForBTag"     "MVAValues"       "HLT"     
vector<float>                         "hltIter2PFlowTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltIterL3MuonAndMuonFromL1Merged"   "MVAValues"       "HLT"     
vector<float>                         "hltIterL3MuonMerged"       "MVAValues"       "HLT"     
vector<float>                         "hltIterL3OIMuonTrackSelectionHighPurity"   "MVAValues"       "HLT"     
vector<float>                         "hltL3TkTracksFromL2"       "MVAValues"       "HLT"     
vector<float>                         "hltMergedTracks"           "MVAValues"       "HLT"     
vector<float>                         "hltMergedTracksForBTag"    "MVAValues"       "HLT"     
vector<float>                         "hltPFMuonMerging"          "MVAValues"       "HLT"     
vector<int>                           "genParticles"              ""                "HLT"     
vector<int>                           "hltL3TkTracksFromL2IOHit"   ""                "HLT"     
vector<int>                           "hltL3TkTracksFromL2OIHit"   ""                "HLT"     
vector<int>                           "hltL3TkTracksFromL2OIState"   ""                "HLT"     
vector<l1t::EMTFHit>                  "simEmtfDigis"              ""                "HLT"     
vector<l1t::EMTFTrack>                "simEmtfDigis"              ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJets"            ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJetsCorrected"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJetsCorrectedIDPassed"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJetsIDPassed"    ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJetsPF"          ""                "HLT"     
vector<reco::CaloJet>                 "hltAK4CaloJetsPFEt5"       ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJets"            ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJetsCorrected"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJetsCorrectedIDPassed"   ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJetsIDPassed"    ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJetsPF"          ""                "HLT"     
vector<reco::CaloJet>                 "hltAK8CaloJetsPFEt5"       ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau10Regional"     ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau11Regional"     ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau12Regional"     ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau1Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau2Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau3Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau4Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau5Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau6Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau7Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau8Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTau9Regional"      ""                "HLT"     
vector<reco::CaloJet>                 "hltAkIsoTauL1sTauVeryBigORSeededRegional"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonAK8DiJet170L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonAK8Jet170L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet110L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet200L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet20L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet40L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonDiJet70L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromAK8DiJet170L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromAK8Jet170L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet110L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet200L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet40L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet70L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet300L1AK8FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet300L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet300L1AK8FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet300L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetFromPV"          ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsFive25ForHt"    ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsQuad30ForHt"    ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsSix25ForHt"     ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsSix30ForHt"     ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralCaloJetptLowPtCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralCaloJetptMidPtCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJetCollectionProducerLowPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJetCollectionProducerMidPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltEmFraction0p01To0p99CaloJetSelector"   ""                "HLT"     
vector<reco::CaloJet>                 "hltFastPVJetVertexChecker"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIter02DisplacedHLTCaloJetCollectionProducerLowPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIter02DisplacedHLTCaloJetCollectionProducerMidPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJets"              ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsIso"           ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsIsoL1TauSeeded"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsL1TauSeeded"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TausForPixelIsolation"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TausForPixelIsolationL1TauSeeded"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4CentralJetsL1FastJet"   ""                "HLT"     
